"A Symonds","117"
"AB de Villiers","133"
"AC Gilchrist","109"
"AM Rahane","103"
"BB McCullum","158"
"CH Gayle","175"
"DA Miller","101"
"DA Warner","109"
"DPMD Jayawardene","110"
"KP Pietersen","103"
"M Vijay","127"
"MEK Hussey","116"
"MK Pandey","114"
"PC Valthaty","120"
"Q de Kock","108"
"RG Sharma","109"
"SE Marsh","115"
"SPD Smith","101"
"SR Watson","104"
"ST Jayasuriya","114"
"V Kohli","113"
"V Sehwag","122"
"WP Saha","115"
