"AD Mathews","233"
"BB McCullum","114"
"DA Warner","282"
"DJ Bravo","61"
"DJ Hussey","94"
"DPMD Jayawardene","436"
"G Gambhir","277"
"Harbhajan Singh","105"
"JP Duminy","157"
"KC Sangakkara","342"
"KP Pietersen","236"
"LRPL Taylor","88"
"M Vijay","458"
"MS Dhoni","287"
"R Dravid","256"
"RG Sharma","404"
"S Dhawan","191"
"SC Ganguly","493"
"SK Raina","505"
"SR Tendulkar","617"
"SR Watson","185"
"V Kohli","307"
"V Sehwag","356"
"VVS Laxman","64"
"Yuvraj Singh","212"
